date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2016-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:44:00,21:13:00,15.48,5.73,21.22,5,7,23,25,13,13,,,,,,,,,,,,,
2016-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:44:00,21:12:00,15.47,5.73,21.2,5,7,23,24,15,15,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:45:00,21:11:00,15.43,5.75,21.18,7,8,27,27,14,15,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:46:00,21:10:00,15.4,5.77,21.17,6,6,22,23,12,13,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:47:00,21:08:00,15.35,5.78,21.13,7,7,23,23,13,13,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:48:00,21:07:00,15.32,5.8,21.12,7,7,26,26,11,11,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:49:00,21:06:00,15.28,5.82,21.1,7,7,25,25,11,11,,,,,,,,,,,,,
2016-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:50:00,21:05:00,15.25,5.83,21.08,7,7,23,23,12,12,,,,,,,,,,,,,
2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:51:00,21:04:00,15.22,5.85,21.07,6,7,23,23,7,9,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:52:00,21:03:00,15.18,5.87,21.05,6,6,23,23,8,8,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:53:00,21:02:00,15.15,5.88,21.03,6,7,21,22,7,8,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:54:00,21:01:00,15.12,5.9,21.02,6,6,17,17,4,4,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:55:00,20:59:00,15.07,5.92,20.98,6,6,15,15,2,4,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:56:00,20:58:00,15.03,5.93,20.97,5,5,12,13,0,3,,,,,,,,,,,,,
2016-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:57:00,20:57:00,15,5.95,20.95,5,5,5,5,-3,-1,,,,,,,,,,,,,
2016-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:58:00,20:56:00,14.97,5.97,20.93,3,3,7,7,-1,-1,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05:59:00,20:55:00,14.93,5.98,20.92,5,6,16,16,4,4,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:01:00,20:53:00,14.87,6.02,20.88,3,3,17,17,10,10,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:02:00,20:52:00,14.83,6.03,20.87,6,7,22,22,9,9,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:03:00,20:51:00,14.8,6.05,20.85,6,6,19,19,4,7,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:05:00,20:50:00,14.75,6.08,20.83,6,6,14,14,1,1,,,,,,,,,,,,,
2016-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:06:00,20:48:00,14.7,6.1,20.8,6,6,13,13,-1,-1,,,,,,,,,,,,,
2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:07:00,20:47:00,14.67,6.12,20.78,6,6,15,15,0,2,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:09:00,20:46:00,14.62,6.15,20.77,6,6,23,23,9,9,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:10:00,20:44:00,14.57,6.17,20.73,6,6,18,18,5,5,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:12:00,20:43:00,14.52,6.2,20.72,3,3,13,13,5,6,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:13:00,20:42:00,14.48,6.22,20.7,4,6,15,16,5,6,,,,,,,,,,,,,
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:15:00,20:40:00,14.42,6.25,20.67,6,6,16,16,4,4,,,,,,,,,,,,,
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:16:00,20:39:00,14.38,6.27,20.65,5,5,10,13,2,2,,,,,,,,,,,,,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:18:00,20:38:00,14.33,6.3,20.63,6,6,14,14,6,6,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:19:00,20:36:00,14.28,6.32,20.6,6,6,12,12,1,1,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:21:00,20:35:00,14.23,6.35,20.58,6,6,11,11,0,0,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:23:00,20:34:00,14.18,6.38,20.57,5,6,9,9,-5,-5,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:24:00,20:32:00,14.13,6.4,20.53,6,6,11,11,-5,-5,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26:00,20:31:00,14.08,6.43,20.52,,,3,3,0,0,,,,,,,,,,,,,
2016-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:28:00,20:30:00,14.03,6.47,20.5,4,4,6,6,0,0,,,,,,,,,,,,,
2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:29:00,20:28:00,13.98,6.48,20.47,5,5,9,9,1,1,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:31:00,20:27:00,13.93,6.52,20.45,5,5,9,9,-5,-5,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:33:00,20:26:00,13.88,6.55,20.43,,,12,12,0,1,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:34:00,20:24:00,13.83,6.57,20.4,5,6,15,16,4,4,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:36:00,20:23:00,13.78,6.6,20.38,6,6,13,13,-2,-1,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:38:00,20:22:00,13.73,6.63,20.37,3,3,9,9,-2,-1,,,,,,,,,,,,,
2016-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:40:00,20:20:00,13.67,6.67,20.33,5,5,19,19,2,2,,,,,,,,,,,,,
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:42:00,20:19:00,13.62,6.7,20.32,6,6,16,16,5,5,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:43:00,20:18:00,13.58,6.72,20.3,6,6,13,13,1,1,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:45:00,20:16:00,13.52,6.75,20.27,6,6,9,9,-2,-2,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:47:00,20:15:00,13.47,6.78,20.25,4,5,6,6,-4,-2,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49:00,20:14:00,13.42,6.82,20.23,4,4,1,1,-7,-5,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:00,20:12:00,13.35,6.85,20.2,3,3,3,3,-4,-4,,,,,,,,,,,,,
2016-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:53:00,20:11:00,13.3,6.88,20.18,,,-1,-1,-3,-3,,,,,,,,,,,,,
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:54:00,20:10:00,13.27,6.9,20.17,4,4,-2,-2,-10,-10,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:56:00,20:08:00,13.2,6.93,20.13,4,5,-1,-1,-14,-14,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58:00,20:07:00,13.15,6.97,20.12,,,-2,-2,-12,-12,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,20:06:00,13.1,7,20.1,,,0,0,-2,-2,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:02:00,20:04:00,13.03,7.03,20.07,4,4,-1,0,-6,-6,,,,,,,,,,,,,
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:04:00,20:03:00,12.98,7.07,20.05,4,4,-5,-5,-16,-16,,,,,,,,,,,,,
2016-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:06:00,20:02:00,12.93,7.1,20.03,3,3,-6,-6,-13,-13,,,,,,,,,,,,,
2016-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:08:00,20:00:00,12.87,7.13,20,3,3,-1,-1,-15,-15,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:10:00,19:59:00,12.82,7.17,19.98,4,4,3,3,-9,-9,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:12:00,19:58:00,12.77,7.2,19.97,,,7,7,-4,-2,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:14:00,19:56:00,12.7,7.23,19.93,4,4,5,5,3,4,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:16:00,19:55:00,12.65,7.27,19.92,5,5,6,6,-3,-3,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:17:00,19:53:00,12.6,7.28,19.88,3,3,3,3,-6,-6,,,,,,,,,,,,,
2016-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:19:00,19:52:00,12.55,7.32,19.87,3,4,6,6,1,1,,,,,,,,,,,,,
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21:00,19:51:00,12.5,7.35,19.85,4,4,6,6,-1,-1,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:23:00,19:49:00,12.43,7.38,19.82,4,4,3,3,-4,-4,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:25:00,19:48:00,12.38,7.42,19.8,,,-5,-5,-8,-8,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:27:00,19:47:00,12.33,7.45,19.78,4,4,-1,-1,-10,-7,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29:00,19:45:00,12.27,7.48,19.75,,,0,0,-12,-12,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:31:00,19:44:00,12.22,7.52,19.73,3,3,-1,-1,-12,-7,,,,,,,,,,,,,
2016-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:33:00,19:43:00,12.17,7.55,19.72,3,3,2,2,-12,-12,,,,,,,,,,,,,
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:35:00,19:41:00,12.1,7.58,19.68,4,4,-1,-1,-14,-11,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:37:00,19:40:00,12.05,7.62,19.67,3,3,-3,-3,-16,-16,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:39:00,19:39:00,12,7.65,19.65,,,3,4,-12,-12,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:41:00,19:37:00,11.93,7.68,19.62,,,4,4,1,1,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:43:00,19:36:00,11.88,7.72,19.6,3,3,9,9,1,1,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:45:00,19:34:00,11.82,7.75,19.57,,,4,4,1,1,,,,,,,,,,,,,
2016-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:47:00,19:33:00,11.77,7.78,19.55,4,4,6,6,-1,0,,,,,,,,,,,,,
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49:00,18:32:00,11.72,6.82,18.53,4,4,10,10,-3,-3,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:00,18:30:00,11.65,6.85,18.5,3,3,4,4,-4,-2,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:53:00,18:29:00,11.6,6.88,18.48,3,3,2,2,-8,-7,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:54:00,18:28:00,11.57,6.9,18.47,,,5,6,-3,-2,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:56:00,18:26:00,11.5,6.93,18.43,,,7,7,7,7,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58:00,18:25:00,11.45,6.97,18.42,3,3,10,10,2,3,,,,,,,,,,,,,
2016-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,18:23:00,11.38,7,18.38,,,1,1,-9,1,,,,,,,,,,,,,
2016-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:02:00,18:22:00,11.33,7.03,18.37,,,0,0,-10,-9,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:04:00,18:21:00,11.28,7.07,18.35,3,3,-3,-3,-10,-10,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:06:00,18:19:00,11.22,7.1,18.32,,,-8,-7,-15,-15,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:08:00,18:18:00,11.17,7.13,18.3,,,-10,-10,-22,-22,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:09:00,18:16:00,11.12,7.15,18.27,,,-8,-8,-18,-18,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:11:00,18:15:00,11.07,7.18,18.25,,,-5,-5,-19,-15,,,,,,,,,,,,,
2016-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:13:00,18:13:00,11,7.22,18.22,,,-8,-7,-12,-12,,,,,,,,,,,,,
2016-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15:00,18:12:00,10.95,7.25,18.2,,,1,1,-11,-11,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:17:00,18:10:00,10.88,7.28,18.17,,,-4,-4,-7,-5,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:18:00,18:09:00,10.85,7.3,18.15,,,-5,-5,-18,-18,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:20:00,18:08:00,10.8,7.33,18.13,,,0,0,-5,-5,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22:00,18:06:00,10.73,7.37,18.1,,,-1,-1,-8,-7,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:24:00,18:05:00,10.68,7.4,18.08,,,-6,-6,-20,-12,,,,,,,,,,,,,
2016-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:25:00,18:03:00,10.63,7.42,18.05,,,-6,-6,-22,-20,,,,,,,,,,,,,
2016-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:27:00,18:02:00,10.58,7.45,18.03,,,3,3,-9,-4,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29:00,18:00:00,10.52,7.48,18,,,5,5,1,3,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30:00,17:59:00,10.48,7.5,17.98,,,-3,-3,-5,-5,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:32:00,17:57:00,10.42,7.53,17.95,,,-11,-11,-23,-23,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:34:00,17:56:00,10.37,7.57,17.93,,,-2,-2,-17,-13,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:35:00,17:54:00,10.32,7.58,17.9,,,-6,-6,-12,-12,,,,,,,,,,,,,
2016-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:37:00,17:53:00,10.27,7.62,17.88,,,-14,-13,-16,-15,,,,,,,,,,,,,
2016-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:38:00,17:51:00,10.22,7.63,17.85,,,-21,-18,-35,-28,,,,,,,,,,,,,
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:40:00,17:50:00,10.17,7.67,17.83,,,-15,-15,-30,-30,,,,,,,,,,,,,
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:41:00,17:48:00,10.12,7.68,17.8,,,-12,-12,-18,-13,,,,,,,,,,,,,
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:43:00,17:47:00,10.07,7.72,17.78,,,-15,-14,-24,-22,,,,,,,,,,,,,
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:44:00,17:45:00,10.02,7.73,17.75,,,-4,-4,-16,-16,,,,,,,,,,,,,
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:46:00,17:44:00,9.97,7.77,17.73,,,1,1,-5,-4,,,,,,,,,,,,,
2016-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:47:00,17:42:00,9.92,7.78,17.7,,,0,0,-3,-3,,,,,,,,,,,,,
2016-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:48:00,17:41:00,9.88,7.8,17.68,,,-1,-1,-5,-5,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:50:00,17:39:00,9.82,7.83,17.65,,,-3,-3,-11,-9,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:51:00,17:38:00,9.78,7.85,17.63,,,-7,-7,-13,-11,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:52:00,17:36:00,9.73,7.87,17.6,,,2,2,-16,-15,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:54:00,17:35:00,9.68,7.9,17.58,,,-5,-5,-5,-5,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:55:00,17:33:00,9.63,7.92,17.55,,,-5,-2,-16,-13,,,,,,,,,,,,,
2016-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:56:00,17:32:00,9.6,7.93,17.53,,,2,2,-5,-5,,,,,,,,,,,,,
2016-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:57:00,17:30:00,9.55,7.95,17.5,,,1,1,0,0,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:58:00,17:29:00,9.52,7.97,17.48,,,-9,-9,-13,-13,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:59:00,17:28:00,9.48,7.98,17.47,,,0,0,-17,-17,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:01:00,17:26:00,9.42,8.02,17.43,,,-4,-4,-3,-2,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:02:00,17:25:00,9.38,8.03,17.42,,,-1,-1,-17,-17,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:03:00,17:23:00,9.33,8.05,17.38,,,-1,-1,-2,-2,,,,,,,,,,,,,
2016-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04:00,17:22:00,9.3,8.07,17.37,,,-2,-2,-8,-7,,,,,,,,,,,,,
2016-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04:00,17:20:00,9.27,8.07,17.33,,,-6,-6,-9,-6,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:05:00,17:19:00,9.23,8.08,17.32,,,-5,-5,-17,-16,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:06:00,17:18:00,9.2,8.1,17.3,,,-5,-5,-11,-9,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:00,17:16:00,9.15,8.12,17.27,,,-7,-6,-17,-15,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,17:15:00,9.12,8.13,17.25,,,-8,-8,-15,-15,,,,,,,,,,,,,
